ID,Age,Income,Gender,Married
15868,62,138226.14235438537,1,1
15869,59,140016.7973183965,0,1
15870,43,86987.28029555407,0,1
15871,33,86694.78732192288,0,1
15872,20,29554.3003184516,1,0
15873,48,90282.98817109264,1,1
15874,54,128596.36578593282,1,0
15875,19,25968.013698843577,1,0
15876,65,160529.44796792496,1,1
15877,21,24792.28773608901,0,1
15878,32,67316.99521014717,0,1
15879,59,136953.99037412027,0,1
15880,62,161817.70374907303,1,0
15881,42,92384.39845553951,1,1
15882,50,120013.55348127811,1,1
15883,40,76771.58905917205,0,1
15884,42,83571.61057621277,1,1
15885,45,92276.07147317876,0,0
15886,28,40553.70155164059,1,0
15887,48,93542.22342668741,0,1
15888,20,45910.34262304259,1,1
15889,36,89264.63233441813,1,1
15890,57,142393.59958893675,1,1
15891,63,168748.3453440616,0,1
15892,47,101722.13929418407,1,1
15893,56,124153.30987852681,0,0
15894,46,86217.38663675232,0,0
15895,53,117417.8087528332,0,1
15896,38,84781.19178453412,1,1
15897,56,132500.59845079365,0,1
15898,49,96620.91080721436,0,0
15899,59,127947.9041114764,1,1
15900,23,36469.31529181888,1,0
15901,41,82265.11986131693,1,1
15902,31,56543.77604065274,1,1
15903,63,137191.97719643416,1,1
15904,61,146314.93833247627,0,0
15905,52,110964.4709985977,1,1
15906,19,16345.368291186212,1,1
15907,49,102087.14012527809,0,0
15908,26,45885.21939714254,0,0
15909,56,130578.04852339222,0,0
15910,24,52150.24162871293,1,1
15911,31,69698.45439104932,1,0
15912,39,84613.05741246647,0,1
15913,47,101889.29715528383,0,0
15914,52,125793.35680248935,1,0
15915,52,110983.28073046241,0,1
15916,41,76273.20638425589,0,0
15917,30,49718.84075127734,0,1
15918,44,102985.195003563,1,0
15919,33,50233.7773751145,0,0
15920,18,9218.768279992295,1,0
15921,64,151505.5755830584,0,0
15922,60,142410.31461130982,0,0
15923,31,55141.6832771378,0,0
15924,18,25072.823240549093,0,0
15925,20,36544.65766072389,0,1
15926,59,140480.30783824326,1,0
15927,37,78476.4733732498,0,0
15928,47,99797.44516584049,0,1
15929,37,83441.85135107688,1,1
15930,18,14890.443497649505,0,0
15931,43,102215.96433411156,1,1
15932,53,113533.41762139951,0,1
15933,44,82174.05512879805,1,1
15934,27,48867.55937838204,0,1
15935,49,102131.49421373827,0,1
15936,58,151154.22138215098,0,1
15937,29,47621.01992124675,0,0
15938,49,108345.78354259073,1,0
15939,44,81050.85194690194,0,0
15940,58,140984.19967848324,1,1
15941,33,46581.29608813225,1,0
15942,49,120215.6354067508,1,0
15943,25,50484.926097649404,1,0
15944,55,139934.70553557703,0,1
15945,65,156661.85541301558,0,1
15946,47,98772.25202167503,0,1
15947,23,64271.45876530463,1,0
15948,21,19618.958317770474,0,1
15949,53,135690.72862175206,0,1
15950,28,38649.96056697231,0,1
15951,35,75332.85610763171,0,1
15952,51,128290.25106959218,1,1
15953,34,79982.58442099988,0,1
15954,21,35771.56564044128,1,0
15955,56,131177.58721197018,0,1
15956,31,65726.57447633479,1,1
15957,30,40185.90657669689,0,1
15958,64,144467.37486888072,0,1
15959,56,126911.98300030082,1,1
15960,34,45020.46444857388,0,0
15961,56,127389.70196772988,1,0
15962,56,130294.4466829236,1,1
15963,41,94139.42300703056,1,0
15964,18,22533.992086206443,0,1
15965,51,117546.37570422504,1,0
15966,37,72912.57670092327,1,0
15967,41,83415.58139294646,1,0
15968,38,86928.81645491243,0,1
15969,46,102159.30688548833,0,1
15970,25,37970.07324333513,1,1
15971,29,72302.53544548398,1,0
15972,22,19317.429173020497,0,0
15973,48,101370.47593081696,0,1
15974,63,166127.2604801092,0,0
15975,20,34849.76166561283,1,0
15976,39,69715.34697617732,1,0
15977,35,63376.000086027925,1,0
15978,25,42311.541707459604,1,0
15979,36,99088.7391745444,0,0
15980,38,72329.404160517,1,0
15981,63,146173.90862096637,0,0
15982,60,149636.10250680658,0,0
15983,29,60430.06894869075,0,0
15984,33,50703.82110872961,0,1
15985,54,122823.20052320146,1,1
15986,23,38657.28219144394,0,1
15987,35,69676.4093554109,0,1
15988,61,160025.93964648183,1,1
15989,32,58940.06587349847,0,1
15990,56,140213.61401531112,1,1
15991,56,133496.0868016837,1,0
15992,40,82892.58448203967,1,0
15993,33,67794.74312308205,0,0
15994,62,157048.29337168363,0,0
15995,28,56001.75803183122,1,0
15996,50,114602.48302373882,0,1
15997,22,46567.13853541576,1,0
15998,25,31319.352085582817,1,0
15999,59,163035.15742190366,1,0
16000,19,28505.593728700664,1,0
16001,32,58011.0240483267,1,0
16002,49,103508.34675093078,1,0
16003,44,103284.9008990403,0,0
16004,58,146730.34129405697,0,1
16005,29,54345.84120207533,1,1
16006,19,26915.814288937356,1,1
16007,41,73114.85328660154,1,1
16008,22,38223.51997119926,0,0
16009,58,145833.15055577527,1,0
16010,57,132839.26702806004,0,0
16011,50,123573.95292098232,0,1
16012,49,104058.05171314327,1,0
16013,30,53550.89058517618,1,1
16014,59,140646.96781772008,0,0
16015,49,109475.97577716658,1,1
16016,23,36469.705138987054,1,1
16017,27,50601.28538443951,0,0
16018,35,78781.53956500092,0,0
16019,31,64144.08060864377,0,1
16020,64,163162.75249660513,1,1
16021,55,141790.28664437254,0,1
16022,46,98724.35901393712,1,0
16023,28,43444.41150848345,1,1
16024,35,61834.24096852675,1,1
16025,47,112237.49897747113,0,0
16026,31,55010.82891000319,0,0
16027,35,59127.44580278269,0,1
16028,65,160123.2966338713,1,0
16029,56,134273.38181223717,1,0
16030,38,75890.40360852335,1,0
16031,25,62879.81077911887,0,1
16032,58,127238.42063235774,1,1
16033,57,141372.2033531534,0,0
16034,56,137004.8323184182,1,0
16035,30,44976.98645483752,1,0
16036,20,35278.815842612166,1,1
16037,26,47169.992040739104,0,0
16038,65,161718.68345396465,1,0
16039,20,33995.955385709836,0,0
16040,46,94164.43774023904,0,0
16041,54,104029.36179008878,0,1
16042,29,64942.77011342189,1,1
16043,39,90862.5602894705,1,1
16044,46,118818.78121440498,1,1
16045,57,145902.64420096367,1,0
16046,61,149391.84605594317,0,1
16047,61,136985.06921136953,0,0
16048,29,57874.66649574296,1,0
16049,50,102606.5853592689,0,1
16050,54,133267.39009738766,1,1
16051,41,80073.03557609214,1,0
16052,43,91077.98345616927,1,1
16053,55,129187.73394917465,1,0
16054,52,119705.05400689099,1,0
16055,65,170121.00777400058,1,1
16056,56,139490.1589102288,0,0
16057,30,59642.60016662091,1,0
16058,39,78244.2853731887,0,0
16059,42,92674.8484258109,0,1
16060,43,104077.330317482,1,1
16061,43,94015.10904954077,0,1
16062,28,58291.861838069235,1,0
16063,53,134742.51958180114,0,1
16064,63,151615.75233946004,0,1
16065,38,91070.78577297674,0,0
16066,35,63169.640743436554,0,1
16067,40,85818.20360795454,0,1
16068,45,101355.91253973047,0,1
16069,65,159519.24320869675,1,1
16070,64,155622.6375025755,0,1
16071,49,100930.47157831166,0,1
16072,32,71347.57520205305,1,0
16073,62,159907.96583458135,1,0
16074,31,63045.75300623031,0,0
16075,36,79877.73718890961,1,0
16076,56,121078.98154810506,0,1
16077,30,82540.76186371892,0,0
16078,24,49472.54419881522,0,1
16079,37,79776.05490903594,0,1
16080,33,61827.43849758498,0,1
16081,27,52864.891234509014,0,0
16082,61,153366.5891314422,0,0
16083,55,127329.48192889162,0,0
16084,23,39043.12317538097,0,1
16085,38,90273.98697811548,1,0
16086,26,26908.40777000206,0,0
16087,48,95205.84265931755,0,1
16088,31,53693.89559870688,1,0
16089,47,107848.32242718354,1,0
16090,52,111635.86697511404,1,1
16091,49,118515.12553064917,0,1
16092,31,68106.64348202097,0,0
16093,42,99416.77472944994,0,0
16094,31,56919.04061912733,0,0
16095,37,77552.09705677378,0,0
16096,20,44613.96680574963,1,1
16097,60,158444.20218487646,0,0
16098,35,45396.753085293225,1,0
16099,60,148806.27353637898,0,0
16100,45,101243.59621425519,1,1
16101,49,123381.54611040052,1,1
16102,48,118060.18005142626,0,0
16103,45,108100.5842898859,0,0
16104,43,100069.52086424656,1,0
16105,46,100659.07759752305,1,0
16106,19,36614.761022236635,0,0
16107,30,60206.65606558766,1,1
16108,34,61165.31535809348,1,0
16109,42,90967.25373352945,0,0
16110,18,12038.009595387108,0,0
16111,61,147850.34730250656,1,0
16112,62,143300.03299118418,1,1
16113,65,163076.98755456563,1,1
16114,64,159415.8081489709,0,1
16115,22,31291.34974403656,1,1
16116,48,105519.54298210223,1,1
16117,59,140991.26211728383,1,0
16118,54,122331.38459606544,0,0
16119,19,26086.174939780158,0,0
16120,21,31116.445111776527,1,1
16121,47,122645.53443484419,0,1
16122,61,170194.89796066808,1,1
16123,45,90904.18630707503,0,1
16124,45,115062.73999820447,1,1
16125,55,136720.5960776487,1,1
16126,57,140512.23976701114,0,0
16127,53,139442.03921327056,1,0
16128,39,102462.36134629187,0,1
16129,37,100771.45445609913,1,1
16130,56,116463.46722864141,0,0
16131,26,43064.70221903878,0,0
16132,41,88482.55347961254,0,0
16133,40,93119.85788124093,0,1
16134,20,18867.83633457153,0,1
16135,60,137732.97882093728,1,1
16136,61,138930.54264360195,0,1
16137,25,39513.15296654936,0,0
16138,29,57697.642341958286,1,1
16139,45,95596.65015342757,1,1
16140,39,76020.63413572905,0,1
16141,34,63708.00331247482,1,0
16142,29,59244.95222066853,1,0
16143,39,76517.56070399405,1,0
16144,29,54789.51534868752,0,0
16145,61,151303.53478542998,1,1
16146,41,89408.95680619613,1,0
16147,48,110491.5074848709,0,1
16148,43,101678.37809217167,1,1
16149,27,25086.976558640956,0,1
16150,52,110550.48170470657,0,1
16151,48,107606.51888118988,1,1
16152,31,59982.448422591944,1,0
16153,41,99881.82417672151,1,1
16154,60,165231.41301000337,0,0
16155,36,84695.95935846202,1,1
16156,18,11087.686447045477,0,1
16157,38,77272.9025143814,0,1
16158,34,82220.53713076706,1,1
16159,19,28113.151193235546,0,1
16160,26,48257.926508286335,1,1
16161,51,123821.37592484575,1,0
16162,37,70797.08769630383,1,1
16163,34,53127.11962288961,0,0
16164,34,43795.72729908045,0,0
16165,54,124469.35098576508,0,0
16166,61,145600.06582761192,0,0
16167,46,105949.25411750363,1,1
16168,63,159001.15267770598,1,0
16169,64,165742.74226597534,1,0
16170,62,157333.4868753522,0,0
16171,58,131465.11304969288,1,1
16172,23,39516.94705045754,0,0
16173,19,35478.6914763152,1,1
16174,61,133870.14426983107,0,0
16175,48,113497.14701909226,1,0
16176,18,25016.793792457658,1,0
16177,51,120237.84844141916,1,1
16178,62,137742.49859814558,1,0
16179,20,23940.43648365544,1,1
16180,23,37167.490311823036,1,0
16181,57,137277.53465347833,1,1
16182,58,146580.39860382467,0,1
16183,32,62545.702866201675,1,1
16184,59,130816.11829472965,1,1
16185,55,139702.46033071048,0,0
16186,26,35406.487400848506,1,1
16187,58,147359.79472546023,0,1
16188,26,49508.6054810073,0,0
16189,50,113946.7098767645,0,1
16190,20,26285.31454519086,1,0
16191,45,105434.29761122442,0,0
16192,20,23627.12826067303,1,0
16193,50,113760.89300922248,0,0
16194,56,124437.19437473224,1,0
16195,65,151980.67767035775,1,1
16196,47,101112.23114330394,1,0
16197,62,160410.5346889691,1,1
16198,58,128161.04387165586,1,0
16199,18,10379.58622742828,0,1
16200,60,128231.82011795543,1,1
16201,51,116506.56136837356,1,0
16202,58,135248.92265811865,0,0
16203,57,132113.2219015078,0,0
16204,20,27093.886582887346,0,0
16205,28,53723.89749114213,1,1
16206,27,55035.95626396146,0,0
16207,20,23772.241231831613,1,0
16208,31,56881.87085587579,0,1
16209,34,84181.93959032942,0,0
16210,26,56528.69613478785,0,1
16211,55,136038.82441534862,0,0
16212,51,139895.6572306235,1,0
16213,51,143869.0170583194,0,0
16214,39,75826.44289570593,1,1
16215,28,42347.59811168149,0,1
16216,42,90834.54318410452,0,1
16217,28,48056.61248197591,0,1
16218,53,113843.7139042802,0,0
16219,18,13228.061637870374,1,1
16220,53,120226.20530957392,0,1
16221,24,37968.789056448746,0,1
16222,52,137656.40162084487,1,0
16223,20,33621.6130838068,0,1
16224,51,120806.95004341626,0,0
16225,21,39750.43727094055,1,1
16226,23,35169.79117641173,0,0
16227,19,23398.344149037304,1,1
16228,42,105678.94291073555,1,1
16229,48,93609.81942354738,0,1
16230,58,130926.54254008643,0,1
16231,57,134937.34145127723,1,1
16232,38,84783.03810523117,1,0
16233,28,38183.17966219498,1,1
16234,28,45329.50281340724,0,1
16235,20,44716.51828294718,0,1
16236,29,46284.96204973578,1,0
16237,43,105142.26228996007,0,0
16238,49,110420.63744651554,0,0
16239,21,28609.559160032804,0,0
16240,40,62637.74125246434,0,0
16241,32,54202.0797011293,1,1
16242,20,40240.909683952734,1,1
16243,56,121911.34042426362,1,0
16244,45,97424.24010684257,0,1
16245,47,113878.17405450568,0,0
16246,45,99091.47803382856,1,1
16247,18,9828.098173465965,1,0
16248,46,98473.05767075489,0,0
16249,35,84901.8664890301,0,0
16250,51,113085.85797435777,1,1
16251,47,99066.6292032658,1,0
16252,28,41079.31620071543,1,1
16253,63,162540.9923821774,1,0
16254,50,133912.40145999135,1,1
16255,49,102422.61652118678,0,0
16256,41,106467.47330404984,0,0
16257,43,97329.8592553019,1,1
16258,22,30952.253876957893,0,1
16259,35,55826.507705976706,0,1
16260,43,94804.91436928694,0,1
16261,60,147374.81928328157,1,1
16262,30,48774.36035251973,0,0
16263,51,134174.51891196612,0,1
16264,44,106890.44793512225,0,0
16265,23,18143.58905402587,0,0
16266,54,129740.21087531521,1,0
16267,51,110992.73523234765,0,0
16268,19,18581.765512397582,1,0
16269,28,50776.73935278514,1,1
16270,57,139812.13579585255,1,1
16271,55,133476.9155025489,1,1
16272,31,67970.06350416235,1,0
16273,29,67099.05766365162,0,1
16274,34,81549.89124106332,1,0
16275,50,125602.70405399421,0,0
16276,39,79377.17098755742,0,0
16277,29,61711.01408386811,1,0
16278,38,80774.7964537306,1,0
16279,29,40510.6574120923,0,1
16280,21,35621.72299469521,1,1
16281,62,145236.0049779633,1,0
16282,39,71532.30241021045,1,0
16283,58,140215.43148044776,1,0
16284,28,48296.54734016434,0,1
16285,50,118590.6952784199,0,0
16286,60,144490.6331317776,0,1
16287,57,144686.99926004602,0,0
16288,28,28978.251294074227,0,1
16289,34,85064.47495689607,1,0
16290,28,51704.45500392525,0,0
16291,24,34523.918026328785,1,0
16292,62,145345.73398816923,1,0
16293,53,113168.61324925094,1,0
16294,36,72666.17369552246,0,1
16295,31,55878.48773779598,1,0
16296,63,147720.73374073638,1,1
16297,60,145128.0663993453,0,1
16298,27,52896.68616523146,0,1
16299,20,21661.46406476289,0,0
16300,55,131440.7322382762,1,0
16301,43,104751.89378134519,0,0
16302,33,85488.40597405267,1,1
16303,21,32725.371573423854,1,0
16304,27,82085.10760095363,1,0
16305,35,86833.52791961792,1,0
16306,61,160599.8136906877,1,1
16307,65,155348.38156323027,0,1
16308,19,22526.16958835955,0,1
16309,18,34124.38462450959,1,0
16310,33,71717.34348977786,1,1
16311,32,70008.00491386163,0,0
16312,65,165013.66667058648,1,0
16313,23,28614.221619950007,1,0
16314,55,135415.1825989222,1,1
16315,56,118510.19376240841,0,1
16316,63,128428.85937709609,0,0
16317,46,104928.23669434957,1,0
16318,57,131482.36569346342,1,1
16319,36,61963.84971170995,1,0
16320,57,150174.84781937615,1,1
16321,50,110993.02423660303,0,0
16322,20,31251.634269759168,0,0
16323,38,103311.29665691909,0,0
16324,28,59215.05124049782,0,1
16325,43,87449.56334995413,0,1
16326,19,28969.850254861252,1,0
16327,63,166956.38224067577,0,0
16328,29,34935.96126741485,1,0
16329,58,136024.2391617181,1,0
16330,46,77446.8193943269,1,1
16331,40,99364.43098844549,1,1
16332,45,123523.48459383061,1,1
16333,65,166121.5649776039,1,0
16334,28,50372.712072698516,1,1
16335,50,105202.43735177554,0,0
16336,49,105527.4388292334,0,0
16337,24,39750.57734140319,1,1
16338,41,85083.34403756371,0,1
16339,54,135443.91202047406,0,0
16340,43,101329.94069658578,1,1
16341,26,42981.71258501349,0,1
16342,32,62908.33225826255,1,0
16343,36,64537.24883034674,1,0
16344,57,153558.37628807576,1,1
16345,18,30263.138004206787,1,0
16346,45,89916.24173458728,0,0
16347,63,139807.25658644544,1,1
16348,41,92748.65246386171,0,0
16349,30,54077.50473968231,0,1
16350,36,56361.15359503931,1,0
16351,51,108801.14939278195,1,0
16352,23,37891.90151157224,0,0
16353,35,64667.52502350172,1,0
16354,36,85008.72395531042,0,1
16355,55,133821.50046693068,1,1
16356,40,90056.19242182182,1,1
16357,60,131877.90745724723,1,0
16358,58,140158.1192300164,0,0
16359,43,123625.9657943763,0,0
16360,20,23898.65382151866,0,0
16361,63,149588.31964555942,0,1
16362,41,90462.56695310218,1,1
16363,62,145511.016238494,0,1
16364,24,29196.446805046427,0,1
16365,26,64706.73855830851,0,1
16366,61,144521.51991969591,0,0
16367,40,95385.11278852227,1,1
16368,58,149558.9713263878,0,0
16369,40,75847.83270857247,1,0
16370,62,136678.0078586354,0,1
16371,61,152884.27744931463,1,0
16372,34,80695.4597978723,1,1
16373,65,163889.9773647034,1,1
16374,38,89320.8380720683,0,1
16375,23,43585.91391718183,0,0
16376,29,41329.264603793425,0,1
16377,40,72421.74004161186,0,1
16378,53,125366.72504280997,1,0
16379,52,122198.42090465566,0,0
16380,23,35863.805472946275,1,1
16381,30,48638.43766780404,1,1
16382,31,60071.89177406276,1,0
16383,29,68381.14826938385,1,0
16384,48,101883.42533059914,0,1
16385,40,93624.32678228014,1,0
16386,61,142301.82990308956,1,0
16387,62,160751.2221835761,0,1
16388,57,128209.1828396811,1,0
16389,20,49990.744621284786,0,1
16390,60,146763.1404400746,1,0
16391,27,51026.1078474435,1,0
16392,51,107172.17371020516,0,1
16393,55,126213.32427255833,0,0
16394,60,132981.32353947216,1,1
16395,39,89875.34366469219,0,0
16396,25,36587.58785259351,1,1
16397,46,114666.84212565822,1,1
16398,59,142237.76793694228,1,0
16399,43,92038.49795270796,1,1
16400,56,132263.3607511645,1,1
16401,25,27983.068522000176,1,0
16402,39,77723.78636383134,0,1
16403,39,80552.98668121592,0,0
16404,47,104087.10659368079,0,0
16405,65,168765.47658747807,1,0
16406,22,10367.012527652856,0,1
16407,28,67159.44135649555,0,0
16408,42,84240.51952559556,1,0
16409,40,86463.59036321365,1,0
16410,21,28018.16398593306,0,1
16411,31,58565.25792990532,1,1
16412,52,124678.63382489578,0,1
16413,60,156921.24848700163,1,1
16414,28,42626.278759949615,0,0
16415,33,57810.7888354869,0,1
16416,37,90932.97232939636,1,0
16417,62,153159.32148178964,1,0
16418,43,99000.89025893396,0,0
16419,27,45219.41925797918,0,0
16420,47,99444.48471253246,1,1
16421,30,48198.45872915428,1,0
16422,60,136178.94666327117,0,1
16423,48,116252.33797750816,0,1
16424,58,146461.18502313757,1,0
16425,54,129356.20455386274,0,1
16426,28,56983.21527968375,0,0
16427,36,74051.09466825992,1,0
16428,65,179292.1608755176,1,1
16429,39,62647.27877883958,0,1
16430,45,109950.70356863245,1,1
16431,34,63158.34802168346,1,0
16432,27,53483.77249800127,0,0
16433,61,150569.6043469731,1,0
16434,43,93869.01560935931,1,1
16435,32,70098.96566596701,0,0
16436,31,65398.262025404576,0,1
16437,21,10217.795858665173,0,1
16438,21,33749.06445972291,1,1
16439,24,51717.20730724886,1,1
16440,30,63165.30428537434,0,1
16441,54,141520.2365214011,1,1
16442,64,153497.4003826054,0,1
16443,39,68990.21069798296,0,0
16444,19,29179.13624342494,0,1
16445,57,143208.10485634874,0,0
16446,45,104871.54536949993,1,1
16447,53,151034.03214674993,0,1
16448,64,145453.42292733275,1,1
16449,44,95889.8701759331,1,0
16450,46,116701.6292552407,1,1
16451,64,154289.51945628366,1,0
16452,51,115353.55547886506,0,0
16453,32,51635.88226082571,1,0
16454,33,56661.42608599003,0,0
16455,23,27347.168146372907,1,0
16456,20,30255.42832907097,0,0
16457,46,106142.23181501676,0,0
16458,56,136122.76746141003,0,0
16459,60,155945.8707334145,0,0
16460,45,104786.56523698816,1,0
16461,52,120786.89256858708,1,0
16462,33,72245.72777144704,0,1
16463,34,61217.017492697974,1,1
16464,37,70719.44015667416,1,0
16465,30,49174.665474396454,0,0
16466,50,117612.27126984856,0,0
16467,38,71061.9733852106,1,1
16468,22,20940.87876245124,1,1
16469,56,128699.79605555336,0,0
16470,19,18823.378159021908,1,0
16471,40,92676.35329090549,0,0
16472,44,78640.421570957,1,0
16473,36,70055.89329496509,1,0
16474,60,150737.85659376546,1,1
16475,37,93642.82256734115,0,1
16476,64,171005.471537732,0,0
16477,62,161220.03760776593,1,1
16478,46,101764.05290105758,1,0
16479,42,94404.36726451563,1,1
16480,45,101014.31844465397,1,0
16481,49,123240.3731223348,1,1
16482,27,50901.72222112163,1,0
16483,61,146914.71649737327,0,1
16484,41,95483.7573081067,1,1
16485,33,60983.47905752512,1,1
16486,22,23139.158723641413,1,0
16487,40,78426.59905006851,0,0
16488,24,28521.371143650627,0,0
16489,63,163382.0263503096,1,1
16490,40,69080.21141916132,0,1
16491,33,71855.75944956228,1,1
16492,40,73123.36862919737,0,0
16493,35,71224.61309919243,1,1
16494,29,61546.718412673574,1,0
16495,51,108321.93466083921,0,0
16496,62,146196.5469013968,0,1
16497,50,121546.49846585785,1,0
16498,48,103061.5603461326,1,0
16499,59,127534.45257498237,1,0
16500,46,102222.59769689651,1,0
16501,53,133513.06394064182,0,0
16502,59,126585.14175689135,1,1
16503,60,147519.65666184927,0,0
16504,32,60797.80966594935,1,1
16505,61,147340.7401983109,1,1
16506,54,131005.47298024612,1,1
16507,34,52884.236599616714,1,1
16508,23,29010.907517653948,0,0
16509,64,165198.09871377473,1,0
16510,18,16002.921332045644,1,0
16511,42,85523.29326478764,1,1
16512,33,69455.89671315918,0,1
16513,53,136442.04589646182,0,0
16514,65,157756.19972432,1,0
16515,65,173820.4711111825,0,0
16516,63,160127.10629079613,1,0
16517,37,60119.28660089783,0,1
16518,50,99950.57228581505,0,1
16519,21,28065.50856913614,1,0
16520,28,67137.46328371037,1,0
16521,41,71382.11276839732,0,0
16522,61,152675.72844279715,0,0
16523,34,58655.5813814272,1,0
16524,18,26680.544986362307,1,1
16525,59,138371.43438874502,0,0
16526,20,25674.91974147733,0,1
16527,58,147753.61602512386,1,1
16528,38,69862.35573125514,0,1
16529,35,74434.23423985686,0,1
16530,18,1312.8986260915735,1,1
16531,36,60025.50054865974,0,1
16532,19,14635.114387234846,1,1
16533,37,58402.258241461604,1,0
16534,31,69561.5326593052,1,0
16535,61,171088.6019529292,1,1
16536,43,91905.3271823818,1,0
16537,64,165524.61982803742,0,1
16538,24,38347.7902542014,0,0
16539,18,31817.90608371461,0,1
16540,55,135593.25043730548,0,1
16541,54,134260.54223627946,1,1
16542,61,141961.61017321897,1,0
16543,53,136962.01667554092,1,0
16544,65,152581.43586118423,1,1
16545,24,41293.04582708663,0,0
16546,36,71691.99873695329,1,0
16547,18,21489.840611919124,0,0
16548,58,132727.8915021899,0,1
16549,30,59836.216916483,1,0
16550,29,64205.08399694279,0,1
16551,38,74427.8547494136,1,0
16552,42,91726.37929062053,0,1
16553,52,124011.17261808478,0,0
16554,45,104822.29088684848,1,1
16555,65,149767.8853586885,0,0
16556,41,100453.8125497812,0,0
16557,27,60283.99466444173,0,0
16558,32,67119.13949710531,1,1
16559,42,96427.22436888912,0,1
16560,42,81262.24631869486,1,0
16561,35,66372.21498117893,0,1
16562,29,51673.89396635242,0,0
16563,57,129072.34730675997,0,1
16564,29,57774.712281387794,0,1
16565,26,53504.202754716265,1,1
16566,54,133280.80344379376,0,0
16567,32,53276.3635640784,1,1
16568,50,100283.3609563875,1,1
16569,39,95538.79760350219,1,1
16570,19,7570.159385020623,1,0
16571,38,76330.06422759673,1,0
16572,45,104266.84945376354,1,0
16573,26,55775.61556367633,1,1
16574,64,156740.730090668,1,0
16575,23,38000.398997978744,0,0
16576,46,111993.73117353379,1,1
16577,54,134450.0747748535,1,1
16578,25,42723.24312684618,0,0
16579,32,73381.32754556049,1,0
16580,33,58187.16611335369,1,0
16581,54,130851.63166846099,0,0
16582,18,41027.21527515183,0,1
16583,18,17107.59129596122,1,1
16584,52,127795.36899070987,0,0
16585,65,178915.50126984259,0,0
16586,42,87918.27618989786,1,0
16587,27,42693.29825741048,1,0
16588,26,63373.774523119144,0,0
16589,31,41588.18289974918,0,1
16590,49,99807.31454108014,1,0
16591,53,133289.78684793398,1,1
16592,35,81887.79808019569,1,0
16593,60,162934.40072726936,1,0
16594,29,54263.099702457665,0,0
16595,61,160403.0550013075,1,0
16596,30,73768.17561586319,1,1
16597,37,77210.69625983306,0,0
16598,34,60851.223496434395,0,0
16599,46,112177.95966463072,0,1
16600,58,137333.44895638444,1,1
16601,29,44647.04913468379,0,1
16602,21,18990.144504973294,0,1
16603,37,105574.11102101623,1,0
16604,36,73621.80723340044,1,0
16605,34,48671.22335531617,1,1
16606,61,163791.78694387779,0,0
16607,19,33271.73914261791,1,0
16608,31,65586.82808978947,1,1
16609,26,39583.03063909209,0,1
16610,30,64457.44011398022,0,1
16611,29,59290.548115176636,0,0
16612,30,57730.33347341506,0,1
16613,26,36730.42728268208,1,1
16614,39,92875.50174271424,1,1
16615,54,138138.03869343473,0,0
16616,28,33624.59686180061,0,0
16617,59,139594.11778287712,0,1
16618,30,48479.606921860126,1,0
16619,20,26551.32162210716,0,1
16620,34,54305.81939442229,0,1
16621,24,22871.72945971544,0,0
16622,44,92980.47454371006,0,1
16623,45,90989.31753546341,0,0
16624,42,95413.0579679515,0,0
16625,63,153523.14077292982,1,1
16626,45,120754.912098398,1,0
16627,23,43528.85044006188,1,0
16628,46,85201.7503619662,1,0
16629,34,79955.92623705445,0,1
16630,37,78527.31807126412,1,1
16631,28,31660.559937918995,1,0
16632,29,37943.41710131248,0,1
16633,43,96961.8332033971,0,0
16634,24,43074.94244737768,0,0
16635,39,78552.09704876061,1,0
16636,58,129295.1646108727,0,0
16637,51,135464.99988411862,1,1
16638,61,160199.83242663948,1,1
16639,42,115093.80542864725,1,1
16640,64,176309.7429286288,1,0
16641,31,50892.46463182872,1,0
16642,40,77456.36842000153,0,0
16643,21,23679.05797616499,0,0
16644,41,96422.94821509505,0,1
16645,58,152825.4098964035,0,1
16646,29,36902.64400932076,1,0
16647,39,84309.34481041935,0,1
16648,32,77223.98480873309,0,0
16649,48,95101.35471210716,0,0
16650,53,120265.39788824334,1,1
16651,62,141011.70301737578,0,0
16652,52,120156.79743303424,1,1
16653,21,33614.06133410211,0,0
16654,64,158464.65052342514,0,0
16655,37,77721.37614766152,0,0
16656,25,37377.40419697568,1,0
16657,24,42810.815166135304,1,0
16658,40,74597.4637336435,1,1
16659,37,77131.31166854964,0,0
16660,47,96448.2716959166,0,0
16661,26,59765.607865890874,0,0
16662,18,10514.02440665394,1,1
16663,21,48997.040793900116,0,1
16664,58,151859.53025917133,1,1
16665,36,70443.16886329456,1,1
16666,19,25576.66092604025,0,0
16667,46,126480.15672434725,1,1
16668,43,101741.08522364043,0,1
16669,65,182508.48034704954,1,0
16670,55,123999.61155500311,1,0
16671,60,148139.98988424675,0,0
16672,31,50082.452068171915,0,0
16673,22,35497.36648027266,1,1
16674,48,104602.1570118357,0,1
16675,62,149088.9325727278,0,0
16676,59,132649.52993748224,0,1
16677,57,125023.2087753055,1,0
16678,28,42732.49525868892,1,0
16679,24,48925.15826564388,1,1
16680,54,136131.57873194685,1,1
16681,51,104010.6411691932,0,0
16682,56,149479.20478490027,0,0
16683,29,42812.824495093126,0,0
16684,64,154584.83693695368,0,1
16685,51,114995.2746841287,1,0
16686,26,29662.822210244292,0,0
16687,34,73509.7773834303,1,1
16688,63,148765.03208031275,1,1
16689,41,82015.72439216293,1,0
16690,36,77537.83765963114,1,1
